name,address,desc
11th Avenue Inn Bed and Breakfast,"121 11th Ave E, Seattle, WA 98102","Walk to the Pike Place Market and to the other Downtown Seattle attractions from the 11th Avenue Inn Bed and Breakfast, a cozy B&B on a tree-lined side street in Seattle's Capitol Hill neighborhood. We are 2 blocks from the Capitol Hill Link light rail subway station, 1.0 mile from Downtown Seattle - a 20 minute walk, and 1.5 miles from the Pike Place Market - a 30 minute walk. Most of our guests walk to Downtown. Buses to Downtown Seattle also stop one block from the Inn. We're near dozens of restaurants, shops, and a popular park.  The Inn has 10 unique guestrooms, each with a queen bed and private bathroom. Stay where the locals live, yet close to Downtown Seattle. The 11th Avenue Inn Bed and Breakfast is a large, classic, light-filled house built in 1906 and located on a street of trees and other houses and apartments from the turn of the century. The Inn has original wood floors and detailing, antique furniture, and oriental rugs. We are located just up the hill from the Seattle hotel district – the area where most tourists and business travelers stay in Seattle.  Most of our guests are visiting friends or family here in the Capitol Hill neighborhood, or are visitors to town or business travelers looking for an alternative to the downtown hotel district."
Oakwood Seattle South Lake Union,"717 Dexter Ave N, Seattle, WA 98109","Experience phenomenal commute times when you live in the newest trendsetting neighborhood--just blocks from Facebook, Amazon and Google's new complex. Then come home to the eco-friendly design of your tech ready furnished apartment. Need a break? Throw some local salmon on the grill while you take in the Mt. Hood and city views."
Mildred's Bed and Breakfast,"1202 15th Ave E, Seattle, WA 98112","Victorian B&B with 4 antiques-filled rooms, plus continental breakfast & free Wi-Fi in common areas. A rare find in the heart of Seattle, minutes to the Convention centre, Pike Place Market,  and the university of Washington."
First Hill Apartments,"400 10th Ave, Seattle, WA 98122",Relaxed apartments with kitchens in a laid-back lodging offering a courtyard & a free area shuttle.
Hampton Inn Seattle/Southcenter,"7200 S 156th St, Tukwila, WA 98188","Stay in comfort at Hampton Inn Seattle/Southcenter. Set in the lush, green city of Seattle - this vibrant and multi-cultural area has plenty to offer all guests. As close to downtown as it is to the airport, this Seattle hotel provides excellent freeway access and only a ten-minute drive from Seattle-Tacoma International Airport with a free hotel shuttle service. Within minutes, there are a number of prominent sports stadiums, Museum of Flight, Elliot Bay Waterfront and the famous Pike Place Market. Don't worry about planning details - our dedicated team is happy to offer support and recommendations. You'll find comfort in the homelike guest rooms, offering free high-speed internet access, a work desk, and a clean and fresh Hampton bed. Start the day with Hampton’s free hot breakfast or enjoy 24-hour complimentary fresh fruit and coffee in the hotel lobby. Stay connected in the business center with fax, photocopying, and meeting room services. Reinvigorate with a workout in the fitness room, go for a dip in the seasonal pool or year-round spa, or explore exciting Seattle area attractions."
The Halcyon Suite Du Jour,"1125 9th Ave W, Seattle, WA 98119","Located in Queen Anne district, The Halcyon Suite Du Jour is next-door to Seattle Center and a 10-minute drive from Pike Place Market. he property is situated 4 km from Seattle city center and 5 km from Kenmore Air Harbor SPB airport. Space Needle is less than 1.8 km away. THE HALCYON SUITE DU JOUR
Located in Queen Anne district, The Halcyon Suite Du Jour is next-door to Seattle Center and a 10-minute drive from Pike Place Market. The property is situated 4 km from Seattle city center and 5 km from Kenmore Air Harbor SPB airport. Space Needle is less than 1.8 km away. Guests can enjoy a cable TV with on-demand movies, a balcony and a seating area in all rooms. They offer sea views. Every room at this venue includes a pillow-top mattress and a down comforter along with a microwave, an electric kettle and a fridge. A continental breakfast is served every day. Nearby restaurants, such as The Sitting Room and Tup Tim Thai are easily accessible. The nearest bus stop is Olympic Way W & W Lee St, only 100 meters away. Housekeeping and ironing service are available on site for guests' convenience."
Vermont Inn,"2721 4th Ave, Seattle, WA 98121","Just a block from the world famous Space Needle and Seattle Center grounds, the Vermont Inn Apartments offer comfortably furnished studio apartments with kitchenettes at surprisingly affordable prices, both for long term leasing and more flexible month to month relocations. Our world class central location merits 97 out of 100 on walkscore.com, and you'll find shopping, dining, entertainment, work, and more just minutes away. Enjoy the luxury of a doorman with our 24hr front desk and concierge desk (at your service) as you pass through our spacious lobby to the comfort and security of your private downtown home."
Stay Alfred on Wall Street,"2515 4th Ave, Seattle, WA 98121","Stay Alfred on Wall Street resides in the heart of Belltown, one of Seattle’s most satisfying neighborhoods to explore. It’s blocks from the Space Needle and minutes from Pike Place Market, where you can pick up groceries to cook in your Stay Alfred's kitchen. Enjoy arts, entertainment and nightlife close by and a view of it all from your chic condo’s huge windows. Amenities? Grill on the rooftop patio, splash in a heated pool, relax in a killer spa and stay fit in the 24-hour gym. Grill for the gang and enjoy incredible views from the rooftop lounge. Enjoy the adorable in-building bistro for wake-up coffee and food, or stop by the yummy French bakery with delicious sandwiches and streetside dining. There's even a top-notch Vietnamese restaurant on-site! Building amenities like these take indulgence to a whole new level. And that’s not all."
Pike's Place Lux Suites by Barsala,"2nd Ave and Stewart St, Seattle, WA 98101","The perfect marriage of heightened convenience and unbeatable value, Barsala delivers a consistent and unforgettable hospitality experience. tay with Barsala and experience everything Seattle has to offer. From Pike's Place to Mt. Rainier, you'll be sure you have a great stay. Gorgeous property - 360 Degree Roofdeck with Views of the Sound - Gym - Yoga Studio"
citizenM Seattle South Lake Union hotel,"201 Westlake Ave N, Seattle, WA 98109","Yes, it's true. Every room at citizenM is the best, because every room is the same – smart in size, but big on things that really matter. You'll never pay to sleep on a lumpy old mattress. Our beds are an enormous XL king-size, topped with the world's best pillows and duvets. Our showers are so powerful, they are ready to accept any jetlag challenge. And our TVs are packed with distractions (including streaming capabilities). In other words, every journey ends well in a room at our Seattle hotel. Your couches, your artworks. Your TV to channel surf. And your books to read too. How else could we call ourselves your home away from home? Time zones come and go, but your hunger has its own schedule. It's a good thing canteenM is open 24/7, just like your fridge at home. Good, fresh, local food, unusual snacks, killer cocktails... you want it, we serve it. Start your day well, no matter what time it starts. Ideas flow easily in a space designed for work, but also to inspire. societyM has the perfect balance of both. In fact, calling societyM 'meeting rooms' isn't quite doing them justice. They are creative spaces (with unlimited free coffee, tea, water and superfast Wi-Fi) where one person can work on a life-changing idea, or argue with up to 15 other people. It doesn't matter if you are starting a new company, knitting a sweater, or interviewing a budding rock star. Anything can happen at societyM."
